frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,frame.time_invalid,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.stream,tcp.payload,eth.src,eth.dst,frame.cap_len,frame.encap_type,frame.len,frame.number,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.msgid,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len
0.000213,0.005835,1736882402,2382.368384,,192.168.18.17,192.168.2.1,32821,1883,3,30c9090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31302f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e32322e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e363c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313237322e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e35312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e362e353c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3833362e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e3133312e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313230352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e3131362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313439302e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e313131302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e323c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e363c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373838383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1294,1,1294,809,,,,,,,,,,,,,,FALSE,0x30,,1225,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31302f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e32322e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e363c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313237322e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e35312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e362e353c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3833362e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e3133312e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313230352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e3131362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313439302e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e313131302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e323c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e363c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373838383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000067,0.000067,1736882402,2382.368451,,192.168.18.17,192.168.2.1,32821,1883,3,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,810,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.00008,612.441647,1736883015,2994.810098,,192.168.18.17,192.168.2.1,38737,1883,4,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,993,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.000202,0.006007,1736883015,2994.816105,,192.168.18.17,192.168.2.1,38737,1883,4,30c6090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31302f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e32332e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e323c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313139372e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33382e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e342e373c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3735302e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e38392e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313333372e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e39362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313339332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3934392e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e323c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373834383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1291,1,1291,997,,,,,,,,,,,,,,FALSE,0x30,,1222,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31302f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e32332e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e323c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313139372e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33382e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e342e373c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3735302e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e38392e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313333372e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e39362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313339332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3934392e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e323c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373834383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000061,0.000061,1736883015,2994.816166,,192.168.18.17,192.168.2.1,38737,1883,4,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,998,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000099,601.909766,1736883617,3596.725932,,192.168.18.17,192.168.2.1,47387,1883,5,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,1171,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.000216,0.006259,1736883617,3596.732191,,192.168.18.17,192.168.2.1,47387,1883,5,30c6090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30302e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e323c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313138352e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e332e363c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3639302e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e36322e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313436322e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e37372e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313333332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3733332e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e333c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35362e383c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373630333c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1291,1,1291,1175,,,,,,,,,,,,,,FALSE,0x30,,1222,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30302e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e323c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313138352e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e332e363c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3639302e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e36322e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313436322e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e37372e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313333332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3733332e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e333c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35362e383c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373630333c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000067,0.000067,1736883617,3596.732258,,192.168.18.17,192.168.2.1,47387,1883,5,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,1176,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000093,578.499266,1736884195,4175.231524,,192.168.18.17,192.168.2.1,59349,1883,6,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,1349,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.000201,0.006137,1736884195,4175.237661,,192.168.18.17,192.168.2.1,59349,1883,6,30c6090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30312e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e303c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313133362e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e332e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3637322e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e36322e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313435332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e37362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313333332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3733302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e373c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e303c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373730323c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1291,1,1291,1353,,,,,,,,,,,,,,FALSE,0x30,,1222,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30312e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e312e303c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313133362e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e33312e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e332e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3637322e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e36322e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313435332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e37362e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313333332e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3733302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e373c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e303c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373730323c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000057,0.000057,1736884195,4175.237718,,192.168.18.17,192.168.2.1,59349,1883,6,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,1354,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000083,599.769117,1736884795,4775.006835,,192.168.18.17,192.168.2.1,51749,1883,7,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,1536,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
